time;gFx;gFy;gFz;TgF
2,434355;-0,0188;0,0376;1,1155;1,116
2,439299;-0,0205;0,0393;1,1258;1,127
2,444204;-0,0186;0,0415;1,1324;1,133
2,450465;-0,0139;0,0445;1,1358;1,137
2,454420;-0,0061;0,0496;1,1348;1,136
2,459414;0,0027;0,0550;1,1214;1,123
2,464472;0,0095;0,0618;1,1011;1,103
2,469662;0,0122;0,0750;1,0688;1,072
2,474563;0,0115;0,0848;1,0398;1,043
2,479571;0,0125;0,0975;1,0151;1,020
2,485069;0,0100;0,1085;0,9955;1,001
2,489685;0,0056;0,1134;0,9843;0,991
2,494555;-0,0020;0,1134;0,9806;0,987
2,506547;-0,0078;0,1138;0,9863;0,993
2,507278;-0,0156;0,1094;0,9943;1,000
2,509782;-0,0210;0,1041;1,0051;1,011
2,514848;-0,0257;0,1002;1,0146;1,020
2,521683;-0,0279;0,0945;1,0305;1,035
2,524887;-0,0293;0,0916;1,0432;1,048
2,529717;-0,0303;0,0938;1,0566;1,061
2,535016;-0,0279;0,0919;1,0720;1,076
2,539817;-0,0276;0,0933;1,0833;1,088
2,544782;-0,0254;0,0933;1,0930;1,097
2,550374;-0,0178;0,0909;1,0999;1,104
2,555006;-0,0139;0,0906;1,1067;1,111
2,560858;-0,0086;0,0911;1,1050;1,109
2,565110;-0,0054;0,0926;1,0996;1,104
2,570113;-0,0039;0,0960;1,0889;1,093
2,574946;-0,0022;0,0965;1,0718;1,076
2,580164;0,0054;0,1046;1,0542;1,059
2,585181;0,0144;0,1141;1,0371;1,043
2,590205;0,0279;0,1204;1,0207;1,028
2,597685;0,0364;0,1251;1,0092;1,018
2,600628;0,0442;0,1302;0,9953;1,005
2,607270;0,0459;0,1302;0,9826;0,992
2,610318;0,0462;0,1307;0,9719;0,982
2,615230;0,0459;0,1317;0,9672;0,977
2,620263;0,0376;0,1346;0,9682;0,978
2,625306;0,0342;0,1334;0,9765;0,986
2,630416;0,0264;0,1314;0,9826;0,992
2,636311;0,0217;0,1253;0,9885;0,997
2,640430;0,0198;0,1204;0,9968;1,004
2,645407;0,0134;0,1146;0,9990;1,006
2,650645;0,0115;0,1092;0,9985;1,004
2,655486;0,0134;0,1097;0,9985;1,005
2,660496;0,0186;0,1131;0,9943;1,001
2,665802;0,0237;0,1182;0,9897;0,997
2,670646;0,0291;0,1226;0,9858;0,994
2,675550;0,0374;0,1275;0,9799;0,989
2,680529;0,0403;0,1290;0,9811;0,990
2,685968;0,0445;0,1307;0,9789;0,989
2,691250;0,0467;0,1300;0,9762;0,986
2,695801;0,0489;0,1261;0,9784;0,988
2,706120;0,0525;0,1244;0,9831;0,992
2,706991;0,0476;0,1212;0,9912;1,000
2,710936;0,0435;0,1207;1,0041;1,012
2,719901;0,0362;0,1163;1,0210;1,028
2,720730;0,0286;0,1143;1,0334;1,040
2,725887;0,0220;0,1129;1,0481;1,054
2,730936;0,0169;0,1082;1,0591;1,065
2,735855;0,0159;0,1070;1,0686;1,074
2,740946;0,0161;0,1019;1,0715;1,076
2,745893;0,0137;0,1016;1,0684;1,073
2,751073;0,0127;0,1033;1,0608;1,066
2,755964;0,0115;0,1080;1,0532;1,059
2,761048;0,0117;0,1087;1,0432;1,049
2,767408;0,0129;0,1102;1,0290;1,035
2,771172;0,0154;0,1124;1,0156;1,022
2,776095;0,0181;0,1138;0,9995;1,006
2,781258;0,0222;0,1165;0,9814;0,989
2,786295;0,0254;0,1197;0,9645;0,972
2,791343;0,0276;0,1219;0,9518;0,960
2,796440;0,0276;0,1234;0,9374;0,946
2,807624;0,0276;0,1231;0,9286;0,937
2,808501;0,0403;0,1224;0,9235;0,932
2,811676;0,0530;0,1207;0,9142;0,924
2,820023;0,0606;0,1236;0,8988;0,909
2,821527;0,0613;0,1266;0,8878;0,899
2,826340;0,0652;0,1322;0,8802;0,892
2,831472;0,0728;0,1380;0,8871;0,901
2,836491;0,0843;0,1427;0,8981;0,913
2,841697;0,0936;0,1449;0,9125;0,929
2,846531;0,0987;0,1437;0,9342;0,950
2,851657;0,1046;0,1424;0,9521;0,968
2,856616;0,1075;0,1424;0,9697;0,986
