time;gFx;gFy;gFz;TgF
2,378849;0,1322;0,3726;0,7947;0,888
2,381310;0,1676;0,3946;0,8211;0,926
2,386131;0,2011;0,4139;0,8541;0,970
2,390782;0,2272;0,4297;0,8920;1,016
2,395973;0,2507;0,4449;0,9325;1,063
2,400659;0,2695;0,4598;0,9828;1,118
2,405831;0,2851;0,4656;1,0368;1,172
2,410921;0,3003;0,4708;1,0999;1,233
2,416113;0,3169;0,4710;1,1360;1,270
2,421945;0,3198;0,4730;1,1614;1,294
2,426463;0,3161;0,4818;1,1744;1,308
2,430991;0,2944;0,4908;1,1900;1,320
2,436605;0,2690;0,4945;1,2025;1,328
2,441621;0,2450;0,4964;1,1981;1,320
2,446398;0,2165;0,4984;1,1795;1,299
2,451437;0,1908;0,5028;1,1526;1,272
2,462507;0,1859;0,5126;1,1194;1,245
2,463446;0,1945;0,5338;1,0850;1,225
2,466515;0,2184;0,5648;1,0471;1,210
2,475468;0,2419;0,5832;1,0263;1,205
2,476351;0,2736;0,6054;0,9995;1,200
2,481158;0,3076;0,6308;0,9709;1,198
2,487611;0,3291;0,6574;0,9547;1,205
2,491351;0,3323;0,6770;0,9462;1,210
2,496391;0,3161;0,6892;0,9508;1,216
2,501321;0,2792;0,6911;0,9523;1,209
2,506779;0,2323;0,6811;0,9457;1,188
2,511564;0,1744;0,6662;0,9186;1,148
2,516582;0,0999;0,6437;0,8646;1,083
2,522145;0,0508;0,6301;0,8077;1,026
2,526916;0,0086;0,6213;0,7576;0,980
2,531861;-0,0159;0,6208;0,7258;0,955
2,545337;-0,0254;0,6137;0,7100;0,939
2,546346;-0,0293;0,6069;0,7234;0,945
2,546890;-0,0310;0,5998;0,7449;0,957
2,552297;-0,0227;0,5946;0,7532;0,960
2,563276;-0,0117;0,5971;0,7432;0,953
2,564200;0,0042;0,6069;0,7156;0,938
2,566717;0,0188;0,6186;0,6845;0,923
2,573079;0,0215;0,6291;0,6682;0,918
2,576893;0,0191;0,6384;0,6589;0,918
2,581742;0,0117;0,6491;0,6477;0,917
2,587623;-0,0098;0,6596;0,6203;0,906
2,591955;-0,0362;0,6701;0,5802;0,887
2,596766;-0,0625;0,6819;0,5360;0,870
